letter,xl1,yl1,zl1,xl2,yl2,zl2,xl3,yl3,zl3,xl4,yl4,zl4,xl5,yl5,zl5,xl6,yl6,zl6,xl7,yl7,zl7,xl8,yl8,zl8,xl9,yl9,zl9,xl10,yl10,zl10,xl11,yl11,zl11,xl12,yl12,zl12,xl13,yl13,zl13,xl14,yl14,zl14,xl15,yl15,zl15,xl16,yl16,zl16,xl17,yl17,zl17,xl18,yl18,zl18,xl19,yl19,zl19,xl20,yl20,zl20,xl21,yl21,zl21,xr1,yr1,zr1,xr2,yr2,zr2,xr3,yr3,zr3,xr4,yr4,zr4,xr5,yr5,zr5,xr6,yr6,zr6,xr7,yr7,zr7,xr8,yr8,zr8,xr9,yr9,zr9,xr10,yr10,zr10,xr11,yr11,zr11,xr12,yr12,zr12,xr13,yr13,zr13,xr14,yr14,zr14,xr15,yr15,zr15,xr16,yr16,zr16,xr17,yr17,zr17,xr18,yr18,zr18,xr19,yr19,zr19,xr20,yr20,zr20,xr21,yr21,zr21
B,0.435981095,0.670459151,-0.000406304,0.625467062,0.651482642,-0.337710857,0.739088535,0.547352493,-0.538006246,0.719347119,0.501153171,-0.712738454,0.61232388,0.504265308,-0.843544304,0.588677645,0.37152034,-0.393805861,0.627937019,0.245461017,-0.651876867,0.636539578,0.155757263,-0.80300957,0.641781449,0.078815311,-0.902363718,0.431456625,0.391028494,-0.382212102,0.334084541,0.263784647,-0.784999073,0.350590229,0.324049771,-0.963898599,0.399008989,0.383788079,-1.012476683,0.301071852,0.43911764,-0.403171986,0.209260762,0.366125077,-0.798944533,0.293461889,0.460326105,-0.886252999,0.372056127,0.522474349,-0.844909608,0.21079585,0.50899297,-0.451013565,0.166728348,0.477468699,-0.744827211,0.231316417,0.53204298,-0.835531771,0.297848761,0.564700007,-0.840511262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0.465942025,0.765290737,-8.98E-05,0.583559334,0.708463848,-0.056822885,0.645397425,0.606285214,-0.066162489,0.649036407,0.516518176,-0.084179975,0.595285833,0.472281665,-0.086545415,0.510405719,0.526344359,0.085393727,0.501298785,0.434801161,0.058712479,0.49299401,0.367747843,0.008979127,0.476319641,0.309467554,-0.03031023,0.431637704,0.537855685,0.076631971,0.377590179,0.444477409,0.018307624,0.404944777,0.467352301,-0.032379307,0.429564595,0.513084352,-0.041242823,0.365650296,0.564062536,0.046716508,0.311545998,0.47796157,-0.037120398,0.368100286,0.525413513,-0.098147161,0.411517262,0.586811483,-0.108536974,0.305839598,0.605424225,0.010828962,0.279285729,0.55277127,-0.07495553,0.32007283,0.582786083,-0.127956644,0.354511857,0.628747165,-0.144242942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0.625434339,0.884572744,-0.000324207,0.815023839,0.796371579,-0.078516394,0.918014407,0.631798863,-0.117512383,0.892561913,0.496314734,-0.168732584,0.784741759,0.457972705,-0.190192878,0.749446332,0.470899463,0.148213446,0.740072548,0.323858738,0.142503366,0.735978782,0.224612981,0.083150439,0.719545662,0.137737185,0.02231678,0.634173393,0.480376393,0.104280047,0.584878385,0.308746219,-0.015173958,0.642200828,0.374411583,-0.105238706,0.668221831,0.45404312,-0.124400608,0.527162969,0.515059352,0.030510845,0.478597522,0.357920051,-0.096073471,0.552647591,0.43937099,-0.180671409,0.574028254,0.517865956,-0.186170608,0.413141131,0.569990993,-0.054288108,0.391429693,0.462077022,-0.169395715,0.450706333,0.508985102,-0.2281847,0.465502083,0.566999972,-0.252488852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0.459533304,0.855380177,-0.000363654,0.617955923,0.744627595,0.059279203,0.672005296,0.605058551,-0.015020941,0.680440128,0.508280993,-0.135157347,0.627513409,0.449585885,-0.222674608,0.479383439,0.43848148,0.069768943,0.51115042,0.290847421,0.028203232,0.569544077,0.186052114,-0.004559387,0.621853054,0.113498598,-0.044554673,0.371014237,0.461870641,-0.074665397,0.417363405,0.26919502,-0.201678887,0.548324049,0.2518875,-0.228338286,0.633742094,0.288220674,-0.222342879,0.30266881,0.52339232,-0.232264683,0.486556858,0.390878856,-0.39066878,0.565299928,0.508373141,-0.314060956,0.537512898,0.58840245,-0.223797232,0.288935363,0.596026421,-0.378422767,0.495396495,0.519070089,-0.483909518,0.54834491,0.6095348,-0.406874299,0.492456883,0.673586786,-0.338242292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572186947,0.712973714,-0.000341099,0.345131516,0.674187899,0.012646359,0.182009503,0.599060535,0.04367901,0.164118886,0.513245344,0.067023866,0.262417853,0.482060403,0.132228598,0.319274813,0.471175075,0.204046965,0.263771504,0.360272855,0.221339777,0.240954563,0.292231649,0.206454083,0.23801963,0.241007403,0.18422313,0.438895762,0.461382151,0.168088615,0.416582167,0.334562331,0.134309247,0.399544805,0.372467726,0.060238656,0.407124102,0.432364643,0.025872676,0.55373764,0.467876732,0.123300619,0.549530506,0.374216795,0.049672041,0.531436145,0.441759348,-0.042936303,0.538772762,0.505780935,-0.077726595,0.678012252,0.487087905,0.08518175,0.666547775,0.410069913,0.011649372,0.641748965,0.455483347,-0.040962104,0.639087915,0.505511403,-0.054600567
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509888411,0.643062592,-0.000405912,0.337134421,0.604239643,0.054918699,0.216679782,0.508548856,-0.032807063,0.174734354,0.433545083,-0.169582531,0.243550226,0.410204828,-0.272493124,0.457331687,0.364238083,0.084052429,0.465195864,0.246668413,0.02883479,0.426909864,0.177503079,0.015456459,0.403566957,0.129226685,0.001525045,0.573673427,0.368520856,-0.042171989,0.481615901,0.241955623,-0.160691559,0.353275537,0.265224844,-0.176156461,0.312657773,0.31961152,-0.15035373,0.649479508,0.399850756,-0.176988915,0.393309742,0.37190789,-0.308190972,0.348390073,0.451897651,-0.27395013,0.41468361,0.495580167,-0.221402317,0.668735206,0.445915282,-0.304609925,0.417678058,0.441580713,-0.370399803,0.383311778,0.497245461,-0.326718718,0.452131867,0.529082716,-0.287364841
B,0.276911259,0.702282786,-0.000306563,0.431601435,0.6578089,0.074999437,0.478080273,0.574583709,0.071526282,0.486700922,0.512695432,0.033474494,0.476703942,0.462101549,0.023407748,0.345518053,0.476049423,0.091599792,0.33865869,0.369440973,0.069219977,0.37260884,0.320877254,0.074724533,0.395706624,0.285887897,0.069868408,0.279334217,0.483532548,-0.02052819,0.376282513,0.379264593,-0.115381099,0.471227765,0.398305476,-0.154193237,0.503009915,0.438271463,-0.159179002,0.23884885,0.508461177,-0.133315876,0.443442792,0.4754197,-0.233750388,0.498416096,0.540012002,-0.169402272,0.466976702,0.581674397,-0.112347551,0.234750301,0.544104457,-0.244058222,0.426696658,0.527441561,-0.294553399,0.458396882,0.571203828,-0.238628894,0.408656657,0.601594746,-0.199553728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0.374253899,0.78056252,-0.000348207,0.550220311,0.736199915,-0.069120094,0.645710409,0.630711377,-0.107831158,0.653053343,0.538362086,-0.159396425,0.633954525,0.486059248,-0.189743266,0.539767683,0.495898664,0.040989518,0.55106467,0.390363097,-0.006392177,0.556531787,0.331236362,-0.070568189,0.561465681,0.286796391,-0.116051763,0.4195683,0.499788523,-0.013765558,0.386438817,0.367522717,-0.163957611,0.419447809,0.384250432,-0.245827958,0.448066652,0.425611258,-0.260727048,0.310991824,0.526111543,-0.092852771,0.27795589,0.428774804,-0.263489217,0.336200655,0.489480317,-0.337279141,0.370734036,0.542290509,-0.334694117,0.200231373,0.570602894,-0.173551768,0.17994076,0.512402534,-0.327857018,0.231411099,0.555123866,-0.391725898,0.257475138,0.592274964,-0.423674136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410479426,0.762419403,-0.000225191,0.277062118,0.749932766,-0.120806284,0.169442996,0.697447419,-0.232906863,0.164300203,0.640005589,-0.342222661,0.247603297,0.618225574,-0.426705152,0.230301306,0.565588951,-0.099132858,0.204627961,0.474287093,-0.171199068,0.200299472,0.424560964,-0.201755553,0.205530018,0.384106338,-0.211992428,0.330522299,0.568860948,-0.117254674,0.308001041,0.480153799,-0.278019845,0.288761348,0.536006093,-0.34040606,0.292246401,0.58482635,-0.338079721,0.423085749,0.587695122,-0.150479898,0.4031896,0.547462344,-0.31411618,0.374461353,0.606404603,-0.363349378,0.377701551,0.637038291,-0.352133691,0.507643521,0.6171996,-0.187433973,0.48536849,0.584222794,-0.302251846,0.459082007,0.620081246,-0.343452871,0.460923404,0.639823854,-0.344556093
B,0.411793649,0.843240619,-0.00023237,0.584099293,0.827837348,-0.207707956,0.739360511,0.722757101,-0.383697033,0.804292321,0.640854537,-0.553721547,0.712583184,0.639856577,-0.687300146,0.563452363,0.512224495,-0.240438953,0.553900063,0.355641663,-0.407470554,0.540352821,0.239232212,-0.525882065,0.520544052,0.141023993,-0.597429752,0.433961272,0.530386209,-0.25031057,0.367322087,0.391153097,-0.556364059,0.416226268,0.472011447,-0.667165816,0.459590763,0.547413886,-0.675349891,0.326554865,0.582402587,-0.28763783,0.265394598,0.493395627,-0.560093045,0.345756561,0.591070116,-0.617052913,0.39421767,0.651226699,-0.588390946,0.23516123,0.652531862,-0.337180197,0.177097201,0.594437122,-0.51959163,0.236844838,0.647945046,-0.560887516,0.276894391,0.681255698,-0.557691455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0.333466619,0.82931304,-0.000258715,0.468478739,0.745041013,0.086016692,0.530583262,0.649739981,0.040163599,0.568965495,0.584939361,-0.061821554,0.578879356,0.550047755,-0.145231813,0.388074696,0.484357715,0.151860222,0.37806046,0.343812168,0.105624542,0.392261416,0.259228855,0.070835851,0.396447539,0.193507254,0.027925108,0.310084313,0.497124642,0.016342076,0.454547763,0.382734567,-0.104909956,0.531245112,0.445560098,-0.134270176,0.527112961,0.506435215,-0.113940574,0.25980258,0.528246462,-0.128479436,0.45542413,0.485866189,-0.24830085,0.502080798,0.579146981,-0.220875621,0.458590537,0.625098944,-0.17786777,0.237145066,0.57114929,-0.265809685,0.408163965,0.54553169,-0.318041295,0.436222106,0.6088745,-0.275120437,0.378183216,0.64437139,-0.2394187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0.25487259,0.729509056,-0.000227718,0.445621103,0.724609733,-0.144233212,0.608542323,0.656758189,-0.21185115,0.672930002,0.572241724,-0.262363553,0.603225827,0.51933372,-0.283316135,0.528190851,0.51805234,-0.05479214,0.597155511,0.428267866,-0.099448197,0.631072164,0.373842478,-0.156428471,0.6500597,0.329274893,-0.199522823,0.416018575,0.500537694,-0.049857024,0.43159014,0.384011298,-0.165483505,0.425496757,0.411750197,-0.235927388,0.417082787,0.460559756,-0.241123497,0.304476023,0.502498269,-0.06950324,0.29373014,0.401263058,-0.201109901,0.304214358,0.453480214,-0.28864339,0.311125576,0.515126467,-0.308406651,0.184481889,0.522423208,-0.103674687,0.169286966,0.448393673,-0.217938036,0.184804618,0.481341362,-0.290860623,0.199284106,0.525660694,-0.322276652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543102801,0.660309255,-0.00027238,0.432750612,0.620454907,0.065391339,0.386986315,0.557732046,0.066029958,0.379043847,0.510454893,0.037689157,0.389439613,0.476219088,0.016246026,0.46562925,0.46212697,0.139697686,0.481947333,0.382221222,0.14563413,0.482256532,0.340267211,0.13422747,0.491843641,0.309985876,0.122915953,0.527047813,0.461984634,0.066850767,0.527551651,0.376669019,0.040138282,0.482635289,0.418361962,0.012713738,0.476070613,0.461019099,0.008331242,0.583039701,0.473406136,-0.010720788,0.574923635,0.398001671,-0.049905755,0.528657019,0.44708693,-0.074039608,0.528556347,0.488545299,-0.071948864,0.639739275,0.494953334,-0.082954384,0.616746604,0.431151509,-0.108780019,0.581079006,0.461309046,-0.112062536,0.587333083,0.496672004,-0.108246833
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486984998,0.786477149,-0.000250992,0.348781973,0.759066045,-0.059781872,0.265658021,0.693343461,-0.110922202,0.260420859,0.632142186,-0.1673792,0.318169415,0.592268109,-0.202109784,0.371655732,0.582091689,0.023667708,0.381860554,0.493127495,-0.033978142,0.375105262,0.464163274,-0.108715042,0.378917873,0.463220716,-0.170663938,0.45150274,0.585156679,-0.004274651,0.467484534,0.498733342,-0.111070126,0.440866113,0.547469318,-0.180844694,0.430235088,0.591186225,-0.201131463,0.520591021,0.598322928,-0.046687648,0.535239816,0.522521973,-0.132931039,0.495716691,0.574405909,-0.173482239,0.480662256,0.613647103,-0.174322248,0.587288976,0.621212244,-0.094586693,0.597279251,0.564473033,-0.149363101,0.567609191,0.597123682,-0.180033147,0.555491507,0.625705659,-0.184768796
B,0.417011648,0.600514531,-1.17E-05,0.52155453,0.57489264,-0.063354261,0.589747548,0.510099351,-0.108376361,0.596148014,0.455073118,-0.167958841,0.543121219,0.431387037,-0.215099201,0.495758295,0.431683421,0.002980564,0.49848336,0.369616449,-0.034520842,0.495749891,0.325097561,-0.076640747,0.488367856,0.284422487,-0.108724616,0.427806526,0.434285432,-0.023120031,0.410106033,0.364873916,-0.113109149,0.440765232,0.361204505,-0.168456018,0.461075395,0.379796892,-0.181522489,0.364741564,0.451607198,-0.065772206,0.346540928,0.38068223,-0.17825374,0.393548429,0.403012902,-0.256294191,0.422068,0.44045788,-0.27397421,0.298537076,0.479979604,-0.120001361,0.297798038,0.435948312,-0.215167314,0.339018226,0.450492501,-0.270870507,0.365035504,0.479282945,-0.296471953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558798432,0.773680091,-0.000283812,0.367350399,0.73513931,-0.094852954,0.246295393,0.650392473,-0.147783175,0.244556621,0.569185197,-0.20232895,0.33360374,0.526384413,-0.231534809,0.401101828,0.520469248,0.079779238,0.395091683,0.426312149,0.044578634,0.406933129,0.362481296,-0.008227437,0.431790024,0.318940341,-0.048273943,0.51288712,0.526368618,0.051920574,0.530170739,0.418692529,-0.046603132,0.51902771,0.403874129,-0.164958224,0.520043135,0.42791757,-0.227407441,0.612921059,0.547729909,-0.001467344,0.639996707,0.454249769,-0.149912819,0.601051688,0.500998557,-0.282271743,0.581061721,0.561185062,-0.321440637,0.710488975,0.580110729,-0.055871397,0.72225064,0.524712145,-0.190574005,0.692293465,0.559941947,-0.28716594,0.676804423,0.60345006,-0.330087513
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580008507,0.760396004,-0.000234216,0.450775951,0.669058621,0.171869397,0.439900398,0.571782589,0.20698227,0.450715452,0.50975281,0.167665958,0.446681648,0.446043044,0.117460169,0.574119389,0.473055303,0.259708703,0.564295769,0.372829646,0.265604049,0.533859491,0.314451993,0.252332121,0.508982778,0.272684216,0.230410591,0.654404044,0.481148869,0.120212719,0.623785555,0.348408461,0.089212574,0.50800705,0.331689477,0.05523093,0.441142082,0.345074236,0.056794878,0.718759179,0.502198458,-0.023543322,0.562330961,0.421861917,-0.049074318,0.492981017,0.495051503,-0.042666566,0.51673156,0.543378234,-0.036192227,0.757669985,0.523041427,-0.155628428,0.587460279,0.475253582,-0.162450299,0.552407026,0.532866657,-0.139919162,0.59801209,0.568909109,-0.124560311
B,0.558508217,0.738380492,-0.000236278,0.680316746,0.69699502,-0.137807056,0.743233681,0.60643667,-0.204756662,0.668036282,0.531447589,-0.253374934,0.55474335,0.489404798,-0.266790807,0.705325484,0.498278558,0.001433831,0.71566081,0.4074862,-0.015985196,0.716970086,0.345048606,-0.044542339,0.713552713,0.28826946,-0.077997126,0.604442477,0.497544616,0.008623685,0.60827148,0.403375089,-0.0586906,0.625469565,0.393587798,-0.108046092,0.631899357,0.403608322,-0.118871562,0.509480596,0.516877234,-0.016371718,0.490648717,0.443944752,-0.119307645,0.515871346,0.48967576,-0.187993616,0.526763082,0.53365171,-0.199240491,0.414512038,0.549249589,-0.053565353,0.397265196,0.486209422,-0.14590615,0.42972821,0.509107769,-0.190067336,0.45270282,0.542572856,-0.197022662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63475126,0.918619454,-0.000654054,0.459002018,0.825797558,0.197495446,0.427053332,0.714673698,0.214649722,0.432692766,0.626850188,0.147875547,0.467167735,0.561058462,0.097271457,0.543291152,0.583545864,0.2316425,0.512316287,0.454848588,0.193369344,0.464321762,0.391214997,0.182446957,0.436159253,0.346549809,0.183783755,0.649410248,0.589979112,0.060197089,0.555156946,0.447404325,-0.007342163,0.456426322,0.501869917,-0.001357124,0.445136845,0.555346787,0.043316402,0.725430131,0.619712949,-0.116398036,0.506055653,0.564354181,-0.186688855,0.461216837,0.647362173,-0.129024863,0.525408804,0.677040935,-0.070166491,0.761235595,0.65961957,-0.271029681,0.526573122,0.639492035,-0.269542307,0.502471566,0.702189863,-0.188737646,0.580696702,0.729587317,-0.116648167
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730362654,0.885936141,-0.000379,0.504075766,0.869944751,-0.06357231,0.289260089,0.769451022,-0.144199684,0.275795817,0.653278708,-0.236076683,0.437318802,0.608162284,-0.287590533,0.418996334,0.5801844,0.038667966,0.374938756,0.453002572,-0.044262644,0.362563461,0.37992543,-0.086615786,0.367349058,0.324063718,-0.102167502,0.574853957,0.576868534,-0.031007119,0.538721383,0.429420352,-0.209308043,0.480301499,0.482787699,-0.335164756,0.471769243,0.554883957,-0.400162667,0.723974705,0.603977859,-0.108021721,0.669462621,0.542821527,-0.313106924,0.616371095,0.652643323,-0.379286289,0.628573656,0.714869201,-0.367882103,0.867050886,0.649612129,-0.185140923,0.810085952,0.611205757,-0.348174453,0.763824701,0.690195739,-0.37995097,0.769898295,0.731646061,-0.359173715
B,0.466147065,0.818619788,-0.000334286,0.633264661,0.788723707,-0.180803791,0.772261918,0.706807494,-0.316155225,0.819380581,0.620682597,-0.444763213,0.729845405,0.570439816,-0.538060069,0.634468138,0.53690654,-0.120601729,0.655741096,0.424886018,-0.195821628,0.66707027,0.352781415,-0.298383504,0.67443192,0.287608325,-0.373030066,0.511792481,0.540135026,-0.136577114,0.464277625,0.414082587,-0.34433496,0.493296295,0.471923769,-0.471641839,0.517050743,0.532912195,-0.513187826,0.394215494,0.56349808,-0.176814228,0.346268505,0.465733111,-0.366944909,0.396121979,0.532094061,-0.453421056,0.424906939,0.58927691,-0.456376791,0.267864943,0.604929745,-0.232487991,0.219696432,0.52566427,-0.377089351,0.271897376,0.557318032,-0.43268913,0.311626643,0.598037601,-0.452480733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577809572,0.82981354,-0.000260166,0.462552756,0.757137418,0.054782659,0.419359207,0.652541578,0.01011432,0.410250425,0.57105571,-0.061250512,0.432284832,0.508407474,-0.121817663,0.535087347,0.530928075,0.021660877,0.529568195,0.411811471,-0.058403891,0.504110575,0.341469437,-0.109691069,0.485902548,0.287626654,-0.14084582,0.617383063,0.546125948,-0.083139196,0.602567017,0.398646653,-0.19235678,0.503462434,0.393442303,-0.240357488,0.443800747,0.431365699,-0.250958771,0.676396668,0.587218821,-0.190543413,0.55938679,0.502611935,-0.317488998,0.483920872,0.566732526,-0.299161643,0.482880473,0.622508347,-0.265220076,0.703776836,0.639215946,-0.286198378,0.572147608,0.601739883,-0.360551953,0.52467078,0.646821916,-0.331849039,0.538636088,0.684232414,-0.300262719
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48352915,0.900549769,-0.000271915,0.349734843,0.861182332,-0.148119763,0.308437079,0.74361974,-0.235643402,0.382392466,0.642600715,-0.308162242,0.457553893,0.577432513,-0.35437426,0.348456413,0.57012862,-0.013386774,0.339972794,0.449138761,-0.073188789,0.347362727,0.375202894,-0.127760381,0.355485618,0.315789133,-0.170219794,0.4499152,0.567562997,-0.016618391,0.487174571,0.439287364,-0.136746719,0.465568632,0.470869482,-0.246925443,0.44097805,0.529511392,-0.281486124,0.537240684,0.60317868,-0.043031938,0.575532973,0.494306087,-0.204302475,0.53024441,0.556764126,-0.325251043,0.497107506,0.621167362,-0.357076108,0.613687396,0.662236214,-0.072192498,0.622603059,0.606019735,-0.232234985,0.577017128,0.642905295,-0.3388547,0.542352974,0.685122907,-0.379457474
B,0.288267791,0.913951755,-0.000381106,0.510838151,0.90824753,-0.248685181,0.684284508,0.868231356,-0.418994129,0.778408229,0.781776249,-0.568073571,0.763964295,0.676023126,-0.689906359,0.631337047,0.617820144,-0.146965876,0.716407776,0.459942877,-0.277422667,0.741424918,0.37793377,-0.38040325,0.765466571,0.315207243,-0.446998,0.48360166,0.590397418,-0.129760638,0.484911889,0.415971458,-0.428262502,0.45188123,0.516352355,-0.608075261,0.451335788,0.62090373,-0.666260898,0.34537527,0.589657247,-0.133907974,0.310194492,0.464131385,-0.409470797,0.299458295,0.58420831,-0.52736634,0.320140034,0.68285197,-0.523790956,0.207813948,0.61493212,-0.159536242,0.163273245,0.491895914,-0.356786609,0.17331332,0.56960243,-0.438302547,0.211679131,0.652581036,-0.44830659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628659844,0.687711477,-0.000324251,0.413262576,0.677664578,-0.090066284,0.248907968,0.59038341,-0.142421424,0.233257189,0.503212869,-0.199798197,0.323356867,0.453877509,-0.20902051,0.380722791,0.443150938,0.044046022,0.326206088,0.347029507,-0.028702838,0.30839926,0.281120479,-0.090771377,0.312126219,0.233333409,-0.13156639,0.506857097,0.438715905,0.00407815,0.471648037,0.320241958,-0.129678279,0.434958935,0.324616849,-0.248941019,0.435098231,0.356204063,-0.305259258,0.629472017,0.453511178,-0.055096541,0.602020502,0.357053936,-0.238027364,0.552354574,0.423640311,-0.33821705,0.548720956,0.481174916,-0.35728395,0.75772059,0.478007287,-0.115039147,0.711778045,0.420701891,-0.262167156,0.670069039,0.47559756,-0.316369623,0.671270132,0.519910634,-0.325848252
